AT,V,AP,RH,PE
21.17,52.03,1009.36,81.51,447.05
10.27,42.22,1033.04,68.57,475.58
22.18,59.08,1017.17,73.16,453.24
24.39,63.21,1012.59,81.28,446.04
11.13,45.32,1025.01,85.04,477.21
09.38,40.46,1019.29,76.17,474.01
20.27,58.16,1017.06,76.16,451.11
25.22,66.48,1006.04,70.21,434.02
16.55,42.06,1011.45,55.53,465.14
21.13,60.27,1019.08,80.48,445.18
09.51,39.22,1015.03,72.41,474.12
09.03,44.19,1016.08,83.25,484.31
06.48,40.27,1010.55,82.12,487.08
15.35,43.52,1022.43,95.15,465.38
06.16,46.27,1011.23,96.19,481.04
11.34,39.04,1022.21,86.02,479.02
16.27,41.16,1006.25,78.29,464.26
12.42,38.25,1013.16,82.23,472.03
29.12,59.24,1001.31,53.26,446.51
29.12,51.43,1006.33,61.06,438.11
19.08,41.01,1002.36,63.17,459.34
31.06,67.17,1008.02,65.54,438.31
06.12,39.33,1010.36,95.04,491.16
26.52,65.06,1013.04,52.18,440.06
14.24,44.09,1007.58,64.02,463.27
13.03,39.52,1017.08,83.09,474.39
26.34,66.49,1013.23,62.21,433.38
17.04,54.22,1015.13,68.24,459.01
14.13,41.15,1016.05,72.41,471.44
14.05,39.28,1013.37,80.04,472.31
14.05,44.47,1028.02,67.35,465.15
19.08,51.19,1008.25,92.38,447.06
25.02,64.16,1010.18,65.36,438.15
21.06,51.19,1009.21,89.33,447.14
12.07,44.11,1025.53,86.02,472.32
26.04,71.12,1010.16,84,442.08
23.33,73.39,1009.33,89.41,440.04
29.41,64.05,1010.22,67.04,445.22
16.06,53.16,1014.05,77.15,457.26
27.53,72.58,1009.13,89.06,429.23
21.02,43.43,1010.33,64.02,449.07
26.02,72.34,1009.38,64.12,435.21
13.15,44.02,1017.59,81.22,471.03
13.27,48.04,1012.47,100.13,465.56
26.17,63.36,1020.26,58.07,443.23
15.24,41.48,1017.26,63.42,460.03
07.41,41.11,1023.07,83.32,474.25
09.27,42.22,1033.03,74.28,478.37
10.09,40.46,1019.01,72.31,472.16
16.17,47.37,1014.22,85.08,456.08
26.24,50.22,1014.09,55.58,452.41
14.18,43.22,1011.31,69.07,464.11
26.03,67.07,1006.26,64.19,434.12
17.37,58.16,1016,86.59,456.04
23.06,49.38,1015.41,48.28,448.43
08.03,36.08,1021.03,80.42,481.06
19.26,42.18,1001.16,98.58,457.07
22.12,49.39,1019.08,73.23,451
28.41,75.06,1018.48,56.07,440.28
29.42,71.32,1002.26,67.13,437.47
19.01,68.11,1004.07,84.49,443.57
27.57,70.24,1005.31,68.37,426.06
13.23,41.05,1013.12,86.07,471.27
10.04,40.25,1012.09,84.22,478.37
19.13,59.06,1013.32,75.26,454.32
16.32,40.56,1021.19,53.52,470.22
25.04,72.24,1011.37,81.01,434.54
28.02,63.09,1013.11,43.56,443.29
08.09,36.24,1013.29,89.35,479.03
09.55,44.39,1020.05,97.28,476.06
10.57,37.11,1023.02,80.49,474.28
19.08,57.25,1011.24,88.09,452.15
26.03,57.25,1013.08,49.07,439.02
24.07,58.46,1015.58,69.04,439.07
15.26,46.18,1014.08,98.58,463.06
20.06,53.24,1004.21,82.12,447.47
20.24,57.29,1013.23,78.32,448.32
11.49,45.03,1020.44,86.04,471.08
00.14,72.43,1008.39,91.36,437.55
23.02,51.03,1012.36,81.02,448.27
29.53,72.39,998.47,76.05,432.09
21.32,48.14,1016.57,72.21,449.09
20.03,58.46,1016.33,82.13,449.19
17.37,45.32,1025.21,74.27,460.21
12.07,41.17,1013.54,71.32,479.28
07.46,42.22,1033.07,74.59,483.11
19.02,54.02,1011.46,84.44,451.15
29.04,66.54,1010.43,43.39,438.37
13.56,41.48,1008.53,87.02,460.16
17.04,44.09,1020.05,77.11,458.15
14.08,40.01,1015.48,83.21,469.33
27.11,70.15,1010.14,86.07,433.28
21.32,70.02,1010.23,95.58,445.04
16.18,44.09,1021.03,74.46,463.01
15.57,45.08,1022.01,90.02,461.31
10.37,39.04,1024.35,82.33,479.35
19.06,59.21,1018.05,86.29,449.23
09.22,41.32,1022.23,85.43,474.51
28.16,73.39,1008.21,72.06,435.02
29.08,71.12,1009.43,71.33,435.45
21.35,48.14,1013.03,68.12,452.38
09.06,39.03,1020.13,84.23,480.41
09.21,40.12,1019.54,74.44,479.36
14.05,43.14,1026.58,71.48,469.27
32.19,76.02,1008.29,56.03,434.01
14.32,44.06,1014.25,68.13,466.36
26.28,75.23,1011.44,68.35,435.28
08.09,43.02,1014.51,85.23,486.46
14.44,40.01,1015.51,80.18,468.19
09.19,41.01,1022.14,99.38,468.37
13.35,41.39,1019.17,73.27,474.19
23.04,74.22,1009.52,91.33,440.32
05.23,38.44,1015.35,73.34,485.32
17.29,43.26,1014.38,72.03,464.27
09.13,36.18,1014.06,78.14,479.25
26.21,70.32,1007,78.29,430.04
00.12,59.02,1017.05,69.01,447.49
29.27,65.09,1007.25,56.19,438.23
10.04,40.43,1025.46,75.09,492.09
12.19,41.15,1015.13,89.38,475.36
20.04,54.09,1017.08,64.26,452.56
34.03,75.07,1016.38,26.29,428.24
27.56,68.08,1010.08,59.18,434.35
30.09,70.08,1008.48,67.48,435.27
15.25,58.59,1014.04,90.25,455.02
16.42,40.56,1020.36,51.02,472.17
16.45,63.31,1016.36,84.37,452.42
10.14,42.02,1003.19,96.51,472.17
09.53,41.44,1018.01,80.09,482.23
17.01,49.15,1022.23,84.02,459.18
00.34,62.08,1022.47,62.37,447.05
16.35,49.25,1019.04,88.51,463.04
11.15,41.26,1023.07,82.23,473.57
25.56,70.32,1009.07,91.03,434.12
27.16,66.44,1011.02,73.37,432.25
27.11,78.35,1012.13,77.05,433.47
29.56,74.22,1007.45,57.46,433.24
31.19,71.34,1007.29,52.31,436.06
07.26,41.17,1020.12,79.14,490.23
12.36,42.14,1020.58,69.24,477.16
33.22,68.31,1010.44,42.25,441.06
25.03,71.38,1007.22,95.01,441.26
09.11,42.22,1033.08,74.53,478.34
13.34,40.08,1026.56,65.25,474.47
14.02,43.02,1012.18,57.07,471.07
00.14,65.34,1013.07,62.09,447.31
16.09,45.28,1018.14,72.21,466.08
28.54,72.34,1007.04,66.39,431.31
30.15,70.28,1007.02,74.07,435.15
14.33,43.26,1011.22,88.59,469.52
25.57,59.43,1009.28,61.19,438.09
30.55,70.04,1010.51,49.37,429.56
28.04,74.33,1013.53,49.05,433.32
26.39,49.16,1006.08,56.18,443.27
15.03,42.16,1022.57,71.56,466.59
06.03,41.14,1028.04,87.46,480.01
13.49,45.03,1019.12,70.02,471.08
28.07,59.14,1016.51,61.02,433.37
24.19,65.48,1018.08,60.54,444.32
24.44,59.14,1017.14,72.22,443.05
30.26,65.19,1017.37,44.08,440.29
30.02,69.59,1008.09,67.32,435.06
08.39,41.38,1022.35,79.17,487.57
10.33,42.02,1014.16,96.02,465.04
11.03,42.32,1017.26,90.56,471.32
22.34,64.13,1014.37,83.19,444.39
25.33,48.06,1002.54,68.45,442.48
19.27,52.08,1005.25,99.19,450.01
26.37,69.34,1009.43,88.11,435.02
16.58,44.39,1022.21,79.29,459.07
14.35,46.18,1017.03,88.16,462.14
25.06,62.39,1008.09,82.56,438.31
14.25,49.32,1012.08,79.24,462.38
16.09,44.02,1019.39,67.24,460.56
26.34,59.21,1013.37,59.38,439.22
23.01,59.19,1010.11,84.22,445.04
26.39,71.25,999.08,89.12,430.34
31.32,71.29,1008.37,50.07,430.46
17.04,46.27,1009.02,99.26,457.19
13.42,41.23,994.17,96.19,469.22
20.06,44.09,1009.19,70.06,448.51
14.08,45.11,1015.07,42.11,471.17
12.59,41.14,1026.19,86.55,466.14
26.07,66.56,1005.31,72.37,430.21
20.18,50.32,1009.02,96.04,449.23
15.17,49.15,1022.31,92.13,462.29
22.11,61.45,1011.37,92.02,446.12
19.09,39.39,1013.36,59.14,466.13
20.16,51.19,1008.38,92.56,449.11
15.08,41.23,998.43,84.11,469.25
21.03,67.26,1013.04,55.43,450.56
17.13,40.04,1009.34,75.31,464.46
12.26,41.05,1015.27,89.41,471.13
15.17,48.06,1011.32,70.21,461.52
18.26,59.15,1012.04,86.01,451.09
27.01,80.14,1005.43,86.05,431.51
15.12,41.23,1010.05,81.38,469.08
26.03,51.43,1012.05,64.02,442.28
16.48,49.32,1012.24,64.16,459.07
18.39,44.19,1016.13,76.03,462.04
20.34,59.08,1015.18,80.21,453.54
25.53,63.36,1020.21,59.07,444.38
31.59,58.09,1003.39,47.06,440.52
30.08,69.14,1008.08,64.18,434.02
11.15,45,1024.08,89.37,482.36
19.03,44.09,1009.29,70.55,453.15
05.11,39.42,1026.04,84.42,481.28
23.01,66.05,1020.28,81.02,439.03
33.03,74.28,1006.04,52.56,436.15
27.03,74.16,1010.12,83.26,436.03
24.35,58.49,1011.03,71.04,445.06
15.11,56.03,1020.27,90.35,463.05
29.01,50.05,1006.27,51.53,439.06
21.24,50.32,1008.54,85.23,447.32
06.16,39.48,1005.25,60.08,484.55
07.36,41.01,1024.09,98.28,476.08
10.44,39.04,1024.39,85.03,480.34
27.16,48.41,1010.53,47.38,441.03
17.19,44.06,1014.27,48.08,459.48
11.16,40.43,1026.38,80.05,491.18
06.07,39.31,1019.25,83.39,483.56
27.33,73.18,1012.26,82.18,429.38
27.15,59.21,1013.49,52.11,440.27
22.35,51.43,1011.34,77.33,445.34
22.22,65.27,1014.26,73.21,447.43
21.11,70.34,1004.37,84.26,440.31
20.35,50.59,1016.11,73.23,459.27
07.45,40.01,1018.28,80.13,479.29
15.36,42.06,1012.41,62.32,466.07
16.05,43.05,1021.39,78.58,463.05
25.31,74.33,1015.04,80.28,436.21
26.28,63.47,1012.35,66.27,444.34
24.06,64.34,1013.27,80.28,440.03
22.58,41.54,1013.21,71.33,461.35
20.09,59.14,1016.39,70.33,449.09
26.25,75.08,1006.24,58.13,445.03
10.06,38.23,1005.49,99.46,473.51
18.59,39.54,1008.56,69.01,462.56
18.27,50.16,1011.07,96.31,452.16
09.25,40.43,1026.08,80.42,492.21
30.04,68.08,1011.04,51.01,429.52
26.06,49.02,1007.59,74.08,437.09
14.08,39.13,1003.18,81.13,467.54
00.33,64.45,1015.35,55.11,450.37
00.12,66.48,1004.01,74.15,437.02
11.44,40.55,1023.37,88.43,478.08
20.28,64.26,1016.04,75.06,447.26
27.09,63.13,1011.08,70.04,440.16
25.14,59.39,1015.23,75.04,437.49
14.08,58.02,1018.29,85.11,455.14
08.22,41.03,1022.16,83.37,485.05
27.56,67.33,1017.21,55.59,444.01
32.07,71.34,1007.31,49.09,432.33
09.53,44.03,1009.27,90.39,471.23
14.01,42.34,1018.33,92.01,464.29
22.02,51.19,1009.02,83.35,445.54
21.36,59.54,1008.39,93.02,446.09
23.25,64.26,1018.22,60.04,445.12
23.05,59.21,1018.29,63,443.31
08.46,40.06,1015.14,85.38,484.16
08.19,41.09,1020.26,85.23,478.16
31.07,71.29,1008.36,52.08,430.28
32.48,62.04,1010.39,38.05,446.48
09.39,37.06,1028.11,72.38,481.03
14.17,48.23,1007.41,91.06,466.07
19.05,67.32,1013.02,83.14,447.47
21.19,55.05,1020.23,65.22,456.33
10.12,40,1021.15,92.07,480.02
25.33,47.01,1014.28,66.04,455.06
08.47,40.46,1020.27,78.19,475.06
24.52,57.25,1012.59,54.47,439.29
28.55,70.24,1003.38,67.26,432.07
20.58,50.09,1012.29,72.56,452.06
18.31,46.21,1010.46,82.15,452.15
27.18,71.06,1008.16,86.32,431.06
04.43,39.31,1019.04,88.17,491.09
26.02,75.18,1010.04,73.18,440.22
16.15,39,1016.31,69.58,461.13
23.39,61.35,1015.14,70.26,449.07
25.52,59.15,1014.28,65.37,439.42
27.04,65.06,1013.33,52.37,440.24
06.42,35.57,1025.58,80.03,486.26
17.04,40.12,1012.21,83.14,458.01
11.19,40.22,1013.29,88.25,480.32
20.41,56.03,1020.34,56.25,458.29
07.36,40.07,1017.29,52.55,489.45
28.08,73.42,1012.17,63.14,434
25.14,69.13,1011.09,90.08,431.24
28.32,48.33,1003.26,54.05,439.05
17.11,40.56,1019.48,50.28,467.46
30.07,71.58,1010,49.36,429.27
18.42,59.35,1017.35,87.17,452.01
11.02,42.02,1000.23,97.06,472.41
22.18,69.05,1003.15,71.24,442.14
22.38,49.03,1003.56,84.23,441
14.34,41.58,1021.16,68.22,463.07
21.24,61.24,1018.39,82.22,446.11
07.16,40.21,1017.11,87.09,483.16
27.13,69.24,1011.15,67.23,440.45
07.24,38.06,1020.06,85.36,482.23
11.24,41.02,1015.53,60.09,467.06
19.32,53.24,1004.29,83.51,451.28
29,69.13,1001.22,53.36,425.05
23.38,54.42,1014.35,73.02,452.27
31.17,69.51,1010.51,43.11,429.34
26.17,48.06,1002.59,61.41,440.26
30.09,73.42,1011.21,65.32,433.44
25.32,74.08,1015.12,94.08,438.23
33.17,71.32,1008.08,42.39,437.35
14.37,40.56,1022.07,68.18,470.19
08.36,40.22,1011.06,89.18,485.06
31.45,68.27,1007.56,65.19,431.21
31.06,73.17,1010.05,43.48,433.37
17.09,49.38,1014.17,80.04,453.02
20.35,50.09,1012.06,72.43,453.05
16.21,41.23,996.28,80,463.09
19.36,44.06,1016.25,46.05,464.56
21.04,65.46,1017.22,63.02,452.12
14.05,41.09,1016.06,74.39,470.09
23.48,64.15,1021.08,58.17,451.29
22.31,64.16,1010.25,76.08,445.04
24.42,63.07,1011.49,67.39,445.12
14.26,41.32,1022.07,74.36,460.38
21.38,58.33,1013.05,73.15,446.08
16.11,44.06,1018.34,72.09,465.05
06.18,41.02,1016.55,85.38,484.13
07.17,40.21,1017.01,88.08,488.27
00.24,49.21,1014.25,50.36,447.09
21.17,58.16,1017.16,68.11,452.02
20.34,59.36,1014.16,66.27,455.55
09.13,42.32,1029.41,90.12,481.39
16.39,42.07,1013.36,61.07,468.08
15.28,40,1017.05,65,459.16
22.05,60.32,1009.06,94.14,437.09
19.03,49.32,1011.37,72.12,450.29
15,41.17,1015.57,65.22,469.12
20.46,59.21,1018.42,86.29,445.22
12.37,45.51,1017.24,81.47,473.22
26.59,60.32,1010.37,70.09,438.22
14.16,45.08,1024.17,80.48,470.14
21.41,59.43,1010.27,74.54,443.25
12.45,38.32,1008.03,62.27,470.59
11.02,40.04,1011.05,62.15,477.07
12.33,38.13,1022.46,59.03,470.11
16.03,44.09,1009.38,82.08,457.44
19.11,50.16,1011.28,100.09,450.38
22.23,41.01,1002.31,42.19,453.38
22.02,64.45,1012.57,48.27,454.09
26.54,72.38,1005.08,91.16,432.18
06.09,40.21,1017.14,88.24,482.28
13.05,34.03,1018.31,65.39,473.09
20.01,45.01,1015.24,64.42,462.37
26.26,64.13,1010.45,71.01,442.18
30.56,71.25,1000.03,70.55,432.32
22.21,64.17,1014.28,84.06,444.52
27.05,58.41,1013.53,66.23,443.06
25.18,57.05,1015.07,61.16,449.01
17.08,46.48,1007.27,81.31,453.06
33.27,66.44,1011.03,43.47,430.11
30.34,66.14,1012.04,47.34,440.54
08.51,35.09,1027.36,75.34,482.23
09.45,37.11,1024.24,83.28,476.02
24.27,60.23,1012.24,77.08,439.39
11.28,42.44,1015.02,100.18,473.36
08.33,41.01,1024.04,97.23,476.37
14.03,43.39,1007.32,74.12,467.09
24.31,64.26,1019.47,58.54,443.09
29.03,70.04,1011.35,61.23,426.25
20.43,63.09,1016.46,92.18,445.58
11.34,40.09,1004.05,86.29,460.09
23.04,57.32,1011.23,64.27,442.01
25.37,45.29,1009.27,63.06,442.38
21.01,49.16,1007.16,86.08,443.18
20.04,58.25,1011.14,92.47,450.07
20.51,48.06,1005.29,80.07,448
12.15,39.18,1013.34,95.05,474.15
15.27,41.16,1009,84.12,467.01
00.18,60.27,1018.02,78.06,441.56
22.01,61.24,1017.55,84.22,441.09
25.12,77.54,1008.39,81.03,438.52
29.24,73.03,1014.39,76.05,436.15
26.53,54.02,1012.09,67.13,440.36
20.22,42.07,1013.32,52.32,457.27
17.09,40.56,1020.32,51.43,469.09
20.36,56.53,1020.25,73.36,455.34
18.06,68.28,1003.27,84.21,447.38
12.54,40.01,1016.13,84.29,475.02
14.54,46.18,1015.29,94.48,463.03
31.37,67.09,1006.38,55.06,428.26
26.54,71.14,1007.52,72.04,431.31
25.02,59.21,1017.54,55.53,444.16
13.17,38.52,1018.05,84.17,469.22
08.53,41.17,1010.25,91.35,481.03
24.06,58.02,1017.46,48.04,446.31
12.25,41.38,1022.21,59,475.17
14.07,40.08,1026.18,51.36,473.25
16.15,39.39,1014.38,76.29,468.06
29.45,74.16,1010.49,65.27,438.11
30.22,68.03,1015.31,34.09,434.03
27.36,72.58,1009.23,90.02,429.03
18.48,58.59,1016.01,85.14,452.52
18.18,51.06,1015.09,91.09,456.11
07.04,39.04,1019.24,75.34,481.53
22.23,63.13,1013.04,86.22,443.41
14.32,39.58,1012.05,80.28,466.07
12.14,40.27,1007.57,73.22,473.24
16.04,38.28,1014.39,77.33,466.51
16,44.09,1020.05,81.29,461.05
10.15,44.09,1017.21,82.42,481.34
13.56,44.07,1011.34,94.02,467.09
08.34,40.56,1023.25,81.24,488.01
20.46,54.02,1011.04,84,448.01
18.23,62.26,1011.48,91.35,449.04
23.14,64.34,1017.49,53.19,446.57
20.55,46.21,1013.21,73.18,449.06
23.58,49.03,1003.08,75.02,440.44
14.51,43.17,1017.47,82.35,463.37
10.05,41.11,1015.51,84.21,472.08
27.31,61.05,1009.47,55.26,437.24
16.06,41.35,1002.08,86.26,463.57
30.07,70.22,1010.39,57.53,437.38
24.28,68.31,1010.34,77.08,440.07
12.57,39.03,1019.57,72.44,474.07
11.01,42.02,995.24,99.02,474.36
23.03,73.39,1008.54,92.11,438.02
29.16,60.23,1010.03,58.24,437.42
21.04,68.28,1008.02,60.34,450.22
30.33,69.07,1006,55.39,435.53
19.29,68.11,1004.32,86.12,443.54
19.23,48.23,1005.58,77.07,454.23
12.32,44.09,1016.26,83.18,471.06
25.15,68.51,1013.25,72.31,441.36
17.06,52.09,1020.16,80.09,461.22
00.08,49.02,1007.53,86.05,441.08
12.35,40.22,1013.04,92.51,474.56
25.39,59.19,1016.25,62.59,441.51
11.52,40.08,1024.31,73.49,479.56
20.09,57.05,1021.26,73.41,455.32
26.01,74.16,1009.42,85.04,437.18
27.44,74.09,1004.25,77.05,436.42
27.35,66.05,1018.02,55.26,439.06
25.07,69.45,1014.26,57.31,437.04
24.54,59.06,1012.03,58.02,448.11
15.27,41.23,997.39,82.06,465.01
14.05,40.35,1011.52,66.21,475.54
26.09,73.18,1013.04,86.35,433.22
31.01,68.09,1005.06,46.16,427.04
09.46,42.28,1009.07,78.16,482.35
08.11,41.17,1022.33,87.04,482.19
16.09,38.04,1016,84.28,462.18
26.45,64.27,1013.23,61.32,444.09
23.26,60.08,1017.02,67.11,452.34
22.01,49.39,1019.41,78.02,449.26
26.06,77.54,1008.22,78.42,433.22
22.48,71.29,1008.15,75.41,445.11
21.58,64.27,1015.27,63.15,452.28
26.34,77.24,1008.37,85.22,433.28
16.45,45.08,1018.06,85.14,463.06
28.28,64.27,1018.19,40,443.24
27.02,65.12,1016,43.24,441.22
28.34,49.16,1004.22,35.46,437.15
05.02,46.27,1007.08,99.22,481.03
32.27,71.22,1006.16,46.06,437
24.49,69.01,1010.56,64.03,447.57
30.42,68.09,1006.23,54.19,430.09
21.25,59.21,1012.09,76.37,444.44
13.18,40.03,1018.15,82.29,471.28
05.37,39.08,1018.16,76.48,487.07
32.21,70.28,1008.34,56.31,432.06
20.55,49.38,1016.01,64.29,452.52
22.49,70.24,1007.18,74.16,437.57
12.57,39.18,1023.09,77.28,472.27
27.35,69.48,1008.51,66.21,432.31
18.22,49.15,1021.13,70.25,457.35
23.25,56.09,1007.22,76.37,443.16
09.37,40.11,1025.34,75.03,471.13
24.43,58.02,1017.18,47.24,445.29
20.04,49.39,1021.02,79.24,450.03
10.06,43.22,1014.01,85.07,473
21.44,51.18,1009.27,87.56,443.03
29.04,62.26,1011.03,56.06,434.37
09.23,41.26,1023.04,86.08,479.27
24.19,46.21,1011.19,62.04,441.27
12.37,41.04,1026.42,71.15,469.21
19.43,52.09,1017.16,67.41,458.46
15.59,45.09,1013.41,92.37,457.54
13.23,42.34,1018.02,97.49,462.21
16.34,41.16,1006.36,75.52,462.56
28.01,61.02,1011.28,59.05,437.05
26.08,70.32,1012.32,89,434.24
24.44,53.24,1006.39,49.05,440.02
18.37,59.36,1015.05,68.19,460.25
23.33,51.19,1009.03,82.08,443.57
30.07,74.07,1006.48,65.38,429.28
12.15,44.11,1026.18,94.09,472.59
16.07,45.17,1019.13,95.14,462.09
14.07,48.06,1007.31,86.05,461.03
27.33,53.24,1006.28,56.16,439.37
12.55,39.31,1012.58,75.44,474.35
31.42,69.13,1009.34,57.16,426.38
15.44,39.54,1007.49,82.14,469.28
24.19,47.45,1008.26,64.25,446.03
06.05,41.14,1028.09,87.33,481.02
14.34,43.26,1012.35,89.18,472.04
06.19,46.27,1010.23,95.41,481.37
27.01,70.15,1010.18,81.29,442.57
09.59,38.56,1017.01,60.01,481.03
27.46,70.38,1013.28,64.13,435.36
23.03,70.47,1008,82.27,442.32
28.11,78.35,1009.38,73.21,433.38
19.27,44.06,1013.42,69.18,451.04
15.05,49.25,1021.41,78.32,454.39
04.13,39.42,1024.04,82.42,488.58
26.41,68.24,1010.06,78.19,428.52
18.23,67.26,1012.05,77.31,456.56
13.44,38.25,1010.18,99.13,470.29
15.02,46.18,1015.15,97.21,462.26
19.07,44.19,1016.33,47.39,464.41
06.06,41.17,1020.07,84.07,490.02
16.29,39.13,1001.45,74.37,466.16
32.03,69.59,1009.06,62.21,437.29
19.39,44.58,1018.29,55.11,468.35
14.36,41.32,1023.05,73.08,461.35
20.21,54.09,1017.22,66.56,454.23
15.14,50.04,1024.18,75,463.58
19.37,45.25,1015.26,46.31,466.17
21.36,52.03,1008.35,79.38,448.13
29.48,65.09,1006.44,64.46,435.09
21.01,63.06,1011.19,83.49,448.08
26.51,70.32,1010.03,57.04,432.22
31.33,61.05,1010.21,41.46,437.35
12.04,41.44,1016.04,73.18,479.39
07.26,36.08,1021.47,83.15,483.58
16.36,45.28,1018.34,76,468.53
17.43,63.09,1020.27,93.17,449.36
10.37,37.05,1013.19,79.25,473.01
22.08,49.16,1006.04,77.05,440.05
21,70.02,1010.22,95.11,447.29
13.08,45,1022.54,77.19,480.09
12.35,44.02,1018.21,82.49,472.05
07.09,43.13,1018.31,92.37,485.04
28.09,68.12,1012.27,46.56,438.53
27.22,69.05,1005.02,40,437.42
11.02,41.11,1020.03,87.04,469.31
15.35,44.12,1010.28,94.02,459.31
16.58,45.08,1021.05,83.38,459.27
32.13,73.42,1010.08,62.21,430.46
08.58,38.38,1021.03,84.37,482.26
28.08,73.17,1011.19,73.01,430.08
31.01,68.23,1008.35,43.57,429.46
27.34,60.27,1012.06,58.34,448.06
10.02,42.02,1016.52,98.09,463.27
09.02,40.39,1012.13,86.35,484.04
28.09,70.32,1012.02,82.27,432.57
26.11,71.14,1010.02,66.39,432.46
18.22,40.03,1005.11,79,466.18
17.21,42.42,1009.35,74.25,462.19
31.03,74.22,1007.47,46.52,430.38
12.11,38.28,1013.56,93.21,470.33
00.15,60.29,1017.36,64.04,449.57
34.36,69.34,1007.33,47.39,427.06
29.35,54.02,1013.07,42.45,439.47
23.07,50.05,1006.09,87.38,443.37
13.31,42.06,1013.37,71.52,470.11
06.25,39.04,1020.05,71.27,484.14
19.08,59.19,1017.04,88.11,450.06
31.38,68.27,1007.19,53.19,427.07
11.02,40.36,1025.37,97.04,470.08
07.29,44.05,1020.27,73.17,484
16.03,39.13,1002.19,73.45,465.07
15.22,44.58,1020.13,75.28,473.17
23.37,64.34,1010.05,88.47,441.21
31.15,66.25,1009.29,61.08,437.55
16.09,42.33,1021.03,53.09,468.43
27.05,66.48,1005.07,65.09,437.05
29.38,73.42,1011.49,55.36,445.42
17.17,49.39,1019.01,96.26,459.38
23.17,70.32,1012.04,82.43,441.07
16.31,45.39,1011.33,63.21,460.13
24.33,68.08,1013.02,65.21,443.33
20.09,57.05,1021.19,67.34,457.17
32.16,66.54,1003.02,50.04,430.18
14.47,43.26,1031.55,67.13,467.04
27.02,72.43,1007.15,81.07,430.32
17.29,44.06,1016.24,77.56,461.38
25.44,63.13,1012.14,78.23,442.31
17.38,43.07,1015.07,53.51,464.01
23.05,69.07,1007.07,77.42,447.01
26.41,61.33,1007.16,66.02,437.11
20.18,63.09,1019.01,78.39,448.34
19.26,66.01,1015.03,86.14,452.25
22.25,59.08,1017.19,69.02,452.04
07.01,36.17,1015.39,92.01,480.36
18.53,40.12,1001.26,64.08,457.26
30.47,77.03,1002.13,63.07,435.08
27.34,72.04,1008.12,72.22,439.16
29.08,69.34,1009.36,65.14,438.05
23.09,65.12,1016.35,72.02,447.31
18.58,49.25,1020.32,60.24,453.34
14.16,44.06,1019.32,76.34,465.31
28.33,79.32,1011.15,70.04,433.07
28.31,70.32,1008.28,47,432.05
21.05,50.59,1017.08,65.28,453.08
29.24,64.33,1011.05,64.14,440.29
25.15,66.49,1013.11,63.46,436
15.48,54.22,1016.01,65.17,463.09
16.07,48.23,1007.39,86.49,458.18
18.02,53.16,1013.41,83.24,458.01
15.39,41.35,1004.56,98.09,467.25
30.02,71.08,1011.05,63.13,438.55
25.04,64.26,1019.32,53.19,441.06
11.45,40.08,1028.14,78.06,476.28
19.36,44.58,1017.06,72.35,462.36
26.54,66.51,1015.39,51.22,440.04
22.03,67.25,1017.33,76.25,453.27
14.07,41.39,1019.24,68.19,469.06
09.14,40.06,1015.34,89.31,483.57
06.14,38.05,1012.04,75.35,489.26
11.24,42.34,1021.03,95.19,469.03
30.55,71.06,1009.33,73.38,432.06
14.09,52.05,1015.11,77.33,465.22
10.25,37.14,1013.14,71.13,474.37
03.26,41.31,996.32,100,489.38
27.54,75.06,1018.26,58.29,441.27
14.05,44.06,1018.39,87.04,466.06
22.08,41.01,1002.19,47.09,455.04
25.33,69.05,1001.02,85.14,429.53
27.58,72.37,1008.51,88.39,430.53
32.14,75.08,1005.35,50.32,439.22
17.38,45.25,1015.48,52.17,464.27
13.25,34.03,1019.34,72.01,470.46
25.09,49.32,1010.22,35.42,443.08
30.27,64.05,1012.33,66.12,439.08
22.37,51.18,1009.24,82.06,449.08
22.33,57.17,1010.21,81.15,449.15
30.05,74.09,1003.22,71.09,433.32
18.32,42.18,1002.27,96.39,458.46
23.16,44.05,1007.35,74.07,450.31
09.35,43.56,1015.04,81.53,485.21
13.12,44.21,1019.57,89.29,469.09
21.18,44.57,1007.27,74.07,450.33
17.11,46.18,1012.01,96.22,459.04
15.01,43.56,1015.05,62.22,466.24
26.36,68.08,1011.34,71.57,433.22
33.04,70.38,1013.29,48.18,432.44
17.04,63.09,1021.24,92.58,453
06.49,35.57,1025.04,80.07,486.08
06.01,36.19,1011.26,91.12,483.19
30.37,69.14,1008.32,67.14,434.22
21.33,64.26,1020.33,72.13,445.02
23.27,65.09,1007.24,70.53,438.08
28.03,59.27,1011.32,62.23,445.19
06.14,46.27,1011.44,96.34,482
22.07,50.32,1008.41,86.39,445.31
20.06,47.03,1014.06,83.23,461.02
08.25,37.49,1009.02,81.09,480.38
23.01,50.32,1008.41,79.04,445.14
26.31,71.29,1010.27,84.16,433.32
25.03,57.05,1015.36,62.23,449.48
11.44,41.39,1019.59,80.35,478.52
25.14,49.02,1007.56,79.02,438.53
31.31,70.15,1010.23,59.36,435.07
31.54,71.06,1008.04,72.17,432.27
12.24,44.09,1020.31,82.22,464.25
07.05,39.33,1011.29,93.25,490.41
08.31,40.46,1020.07,78.18,477.12
23.12,50.05,1007,88.24,444.43
23.18,58.59,1013.24,65.55,445.45
26.03,73.39,1008.02,86.08,437.04
06.01,36.19,1011.05,91.33,482.25
